season,week,celebrity_name,fan_votes,judge_total,voting_method,eliminated,estimation_method
10,2,Jake Pavelka,865800.8667607317,20.0,percent,False,ml_ensemble_percent_optimized
10,3,Aiden Turner,710651.7063524192,20.0,percent,False,ml_ensemble_percent_optimized
10,3,Niecy Nash,992085.9189272098,21.0,percent,False,ml_ensemble_percent_optimized
10,3,Buzz Aldrin,379956.39176492667,13.0,percent,True,ml_ensemble_percent_optimized
10,3,Chad Ochocinco,710651.6964183119,20.0,percent,False,ml_ensemble_percent_optimized
10,3,Evan Lysacek,1579584.9199184098,26.0,percent,False,ml_ensemble_percent_optimized
10,3,Pamela Anderson,1128697.9441421626,21.0,percent,False,ml_ensemble_percent_optimized
10,3,Nicole Scherzinger,1554954.3738791125,23.0,percent,False,ml_ensemble_percent_optimized
10,3,Erin Andrews,1418342.3486641594,23.0,percent,False,ml_ensemble_percent_optimized
10,3,Kate Gosselin,532988.7810060779,15.0,percent,False,ml_ensemble_percent_optimized
10,3,Jake Pavelka,992085.9189272098,21.0,percent,False,ml_ensemble_percent_optimized
10,4,Aiden Turner,488384.0268128619,16.5,percent,True,ml_ensemble_percent_optimized
10,4,Niecy Nash,841997.1754888989,18.0,percent,False,ml_ensemble_percent_optimized
10,4,Chad Ochocinco,1048004.1011949978,22.0,percent,False,ml_ensemble_percent_optimized
10,4,Evan Lysacek,1764215.126978097,26.0,percent,False,ml_ensemble_percent_optimized
10,4,Pamela Anderson,1401617.2616494254,23.5,percent,False,ml_ensemble_percent_optimized
10,4,Nicole Scherzinger,1755230.3823674228,25.0,percent,False,ml_ensemble_percent_optimized
10,4,Erin Andrews,1365678.342811373,19.5,percent,False,ml_ensemble_percent_optimized
10,4,Kate Gosselin,483891.6824655644,16.0,percent,False,ml_ensemble_percent_optimized
10,4,Jake Pavelka,850981.9002313584,19.0,percent,False,ml_ensemble_percent_optimized
10,5,Niecy Nash,814436.0473123005,18.0,percent,False,ml_ensemble_percent_optimized
10,5,Chad Ochocinco,814436.0473123005,18.0,percent,False,ml_ensemble_percent_optimized
10,5,Evan Lysacek,1969517.3153126964,27.0,percent,False,ml_ensemble_percent_optimized
10,5,Pamela Anderson,1057012.9943928567,21.0,percent,False,ml_ensemble_percent_optimized
10,5,Nicole Scherzinger,1988785.1427472122,29.0,percent,False,ml_ensemble_percent_optimized
10,5,Erin Andrews,1493997.3299017882,22.0,percent,False,ml_ensemble_percent_optimized
10,5,Kate Gosselin,571859.0952646903,15.0,percent,True,ml_ensemble_percent_optimized
10,5,Jake Pavelka,1289956.027756155,23.0,percent,False,ml_ensemble_percent_optimized
10,6,Niecy Nash,1013787.231727136,25.9998,percent,False,ml_ensemble_percent_optimized
10,6,Chad Ochocinco,1322477.7793515066,30.9999,percent,False,ml_ensemble_percent_optimized
10,6,Evan Lysacek,1559397.7483618988,27.0,percent,False,ml_ensemble_percent_optimized
10,6,Pamela Anderson,1314502.469265285,29.9998,percent,False,ml_ensemble_percent_optimized
10,6,Nicole Scherzinger,2168801.934133117,35.9999,percent,False,ml_ensemble_percent_optimized
10,6,Erin Andrews,1884036.512104707,34.0,percent,False,ml_ensemble_percent_optimized
10,6,Jake Pavelka,736996.3250563508,24.9999,percent,True,ml_ensemble_percent_optimized
10,7,Niecy Nash,957038.2285985928,24.5,percent,False,ml_ensemble_percent_optimized
10,7,Chad Ochocinco,1667559.8314806975,26.0,percent,False,ml_ensemble_percent_optimized
10,7,Evan Lysacek,2372722.400605567,27.0,percent,False,ml_ensemble_percent_optimized
10,7,Pamela Anderson,967756.3409861139,25.5,percent,True,ml_ensemble_percent_optimized
10,7,Nicole Scherzinger,2372722.400605567,27.0,percent,False,ml_ensemble_percent_optimized
10,7,Erin Andrews,1662200.797723461,25.5,percent,False,ml_ensemble_percent_optimized
10,8,Niecy Nash,1263659.6155140733,21.5,percent,True,ml_ensemble_percent_optimized
10,8,Chad Ochocinco,1276834.844536803,22.5,percent,False,ml_ensemble_percent_optimized
10,8,Evan Lysacek,2309927.9223507834,26.5,percent,False,ml_ensemble_percent_optimized
10,8,Nicole Scherzinger,2839649.695247557,29.5,percent,False,ml_ensemble_percent_optimized
10,8,Erin Andrews,2309927.9223507834,26.5,percent,False,ml_ensemble_percent_optimized
10,9,Chad Ochocinco,1665532.1081187066,26.0,percent,True,ml_ensemble_percent_optimized
10,9,Evan Lysacek,2999205.80427265,29.5,percent,False,ml_ensemble_percent_optimized
10,9,Nicole Scherzinger,2999205.8142067576,29.5,percent,False,ml_ensemble_percent_optimized
10,9,Erin Andrews,2336056.273401886,28.0,percent,False,ml_ensemble_percent_optimized
10,10,Evan Lysacek,2923066.3329902906,26.8887,percent,True,ml_ensemble_percent_optimized
10,10,Nicole Scherzinger,4151627.4113271027,28.7777,percent,False,ml_ensemble_percent_optimized
10,10,Erin Andrews,2925306.2556826067,26.9998,percent,False,ml_ensemble_percent_optimized
11,1,David Hasselhoff,281448.42429131846,15.0,percent,True,ml_ensemble_percent_optimized
11,1,Florence Henderson,699183.8944685394,18.0,percent,False,ml_ensemble_percent_optimized
11,1,Kyle Massey,1475428.0552997736,50.333200000000005,percent,False,ml_ensemble_percent_optimized
11,1,Jennifer Grey,1495142.0482440153,54.0,percent,False,ml_ensemble_percent_optimized
11,1,Rick Fox,921492.4993537501,22.0,percent,False,ml_ensemble_percent_optimized
11,1,Kurt Warner,804961.8479990938,19.0,percent,False,ml_ensemble_percent_optimized
11,1,Margaret Cho,482251.63849537954,15.0,percent,False,ml_ensemble_percent_optimized
11,1,Michael Bolton,487627.98740743037,16.0,percent,False,ml_ensemble_percent_optimized
11,1,Brandy,1027270.4528843045,23.0,percent,False,ml_ensemble_percent_optimized
11,1,The Situation,381850.03387687576,15.0,percent,False,ml_ensemble_percent_optimized
11,1,Audrina Patridge,704560.2384135365,19.0,percent,False,ml_ensemble_percent_optimized
11,1,Bristol Palin,1238782.8792659822,43.6666,percent,False,ml_ensemble_percent_optimized
11,2,Florence Henderson,606251.0474884658,19.0,percent,False,ml_ensemble_percent_optimized
11,2,Kyle Massey,1323319.9294998627,22.0,percent,False,ml_ensemble_percent_optimized
11,2,Jennifer Grey,1454143.6245815074,24.0,percent,False,ml_ensemble_percent_optimized
11,2,Rick Fox,968556.2223278093,21.0,percent,False,ml_ensemble_percent_optimized
11,2,Kurt Warner,852815.48244896,21.0,percent,False,ml_ensemble_percent_optimized
11,2,Margaret Cho,482968.83000821853,18.0,percent,False,ml_ensemble_percent_optimized
11,2,Michael Bolton,321979.2245209824,12.0,percent,True,ml_ensemble_percent_optimized
11,2,Brandy,1084296.9622066584,21.0,percent,False,ml_ensemble_percent_optimized
11,2,The Situation,482968.83000821853,18.0,percent,False,ml_ensemble_percent_optimized
11,2,Audrina Patridge,1099379.9174094542,23.0,percent,False,ml_ensemble_percent_optimized
11,2,Bristol Palin,1323319.9294998627,22.0,percent,False,ml_ensemble_percent_optimized
11,3,Florence Henderson,560665.6213294154,20.0,percent,False,ml_ensemble_percent_optimized
11,3,Kyle Massey,1402962.1905532975,23.0,percent,False,ml_ensemble_percent_optimized
11,3,Jennifer Grey,1547115.6926301958,24.0,percent,False,ml_ensemble_percent_optimized
11,3,Rick Fox,1137279.629637008,24.0,percent,False,ml_ensemble_percent_optimized
11,3,Kurt Warner,993126.12756011,23.0,percent,False,ml_ensemble_percent_optimized
11,3,Margaret Cho,408970.6514188251,18.0,percent,True,ml_ensemble_percent_optimized
11,3,Brandy,1273891.6539461066,24.0,percent,False,ml_ensemble_percent_optimized
11,3,The Situation,560665.631263523,20.0,percent,False,ml_ensemble_percent_optimized
11,3,Audrina Patridge,1288974.6094817063,26.0,percent,False,ml_ensemble_percent_optimized
11,3,Bristol Palin,826348.1921798125,19.0,percent,False,ml_ensemble_percent_optimized
11,4,Florence Henderson,694857.166269781,17.5,percent,False,ml_ensemble_percent_optimized
11,4,Kyle Massey,1604659.460141046,20.0,percent,False,ml_ensemble_percent_optimized
11,4,Jennifer Grey,1856452.3141406686,28.0,percent,False,ml_ensemble_percent_optimized
11,4,Rick Fox,1068089.0645501455,19.5,percent,False,ml_ensemble_percent_optimized
11,4,Kurt Warner,690201.6759038516,17.0,percent,False,ml_ensemble_percent_optimized
11,4,Brandy,1464598.4345283713,24.0,percent,False,ml_ensemble_percent_optimized
11,4,The Situation,484963.7454317374,14.0,percent,True,ml_ensemble_percent_optimized
11,4,Audrina Patridge,1277982.485388189,23.0,percent,False,ml_ensemble_percent_optimized
11,4,Bristol Palin,858195.6536462094,16.0,percent,False,ml_ensemble_percent_optimized
11,5,Florence Henderson,608974.3514770318,21.0,percent,True,ml_ensemble_percent_optimized
11,5,Kyle Massey,1224816.8525042268,20.0,percent,False,ml_ensemble_percent_optimized
11,5,Jennifer Grey,1895604.385454196,25.0,percent,False,ml_ensemble_percent_optimized
11,5,Rick Fox,1469780.2202731925,24.0,percent,False,ml_ensemble_percent_optimized
11,5,Kurt Warner,1261446.8870315528,24.0,percent,False,ml_ensemble_percent_optimized
11,5,Brandy,1705586.0893444344,27.0,percent,False,ml_ensemble_percent_optimized
11,5,Audrina Patridge,1043956.0451580815,23.0,percent,False,ml_ensemble_percent_optimized
11,5,Bristol Palin,789835.1687572843,18.0,percent,False,ml_ensemble_percent_optimized
11,6,Kyle Massey,1585631.9103601207,29.9999,percent,False,ml_ensemble_percent_optimized
11,6,Jennifer Grey,1846398.3457903338,29.0,percent,False,ml_ensemble_percent_optimized
11,6,Rick Fox,1316815.5101184777,30.0,percent,False,ml_ensemble_percent_optimized
11,6,Kurt Warner,714767.8913005847,21.9999,percent,False,ml_ensemble_percent_optimized
11,6,Brandy,2171575.705385074,35.9999,percent,False,ml_ensemble_percent_optimized
11,6,Audrina Patridge,1064099.824921318,31.9998,percent,True,ml_ensemble_percent_optimized
11,6,Bristol Palin,1300710.8121240912,27.9998,percent,False,ml_ensemble_percent_optimized
11,7,Kyle Massey,1717061.1363425413,33.5,percent,False,ml_ensemble_percent_optimized
11,7,Jennifer Grey,2465679.629174794,36.5,percent,False,ml_ensemble_percent_optimized
11,7,Rick Fox,1000417.0583227024,34.5,percent,True,ml_ensemble_percent_optimized
11,7,Kurt Warner,1366732.706002779,35.0,percent,False,ml_ensemble_percent_optimized
11,7,Brandy,2103360.79079685,36.5,percent,False,ml_ensemble_percent_optimized
11,7,Bristol Palin,1346748.6793603324,32.5,percent,False,ml_ensemble_percent_optimized
11,8,Kyle Massey,2204053.1011621426,28.0,percent,False,ml_ensemble_percent_optimized
11,8,Jennifer Grey,2673305.3823462687,28.5,percent,False,ml_ensemble_percent_optimized
11,8,Kurt Warner,1227812.7187435236,24.0,percent,True,ml_ensemble_percent_optimized
11,8,Brandy,2210342.424372086,28.5,percent,False,ml_ensemble_percent_optimized
11,8,Bristol Palin,1684486.373375979,23.5,percent,False,ml_ensemble_percent_optimized
11,9,Kyle Massey,2696703.87423996,29.0,percent,False,ml_ensemble_percent_optimized
11,9,Jennifer Grey,3468899.519735057,30.0,percent,False,ml_ensemble_percent_optimized
11,9,Brandy,1931818.1776872564,28.5,percent,True,ml_ensemble_percent_optimized
11,9,Bristol Palin,1902578.4283377258,26.5,percent,False,ml_ensemble_percent_optimized
11,10,Kyle Massey,2929813.1450740984,27.3332,percent,True,ml_ensemble_percent_optimized
11,10,Jennifer Grey,4173839.6676433026,30.0,percent,False,ml_ensemble_percent_optimized
11,10,Bristol Palin,2896347.187282599,25.666600000000003,percent,False,ml_ensemble_percent_optimized
12,2,Ralph Macchio,1062937.9354948218,21.0,percent,False,ml_ensemble_percent_optimized
12,2,Chelsea Kane,1039789.7971221347,18.0,percent,False,ml_ensemble_percent_optimized
12,2,Kirstie Alley,1280447.1101702645,20.0,percent,False,ml_ensemble_percent_optimized
12,2,Hines Ward,1416207.8754996324,23.0,percent,False,ml_ensemble_percent_optimized
12,2,Sugar Ray Leonard,469010.6824418818,17.0,percent,False,ml_ensemble_percent_optimized
12,2,Chris Jericho,1190982.641454485,23.0,percent,False,ml_ensemble_percent_optimized
12,2,Petra Nemcova,701951.9559885204,18.0,percent,False,ml_ensemble_percent_optimized
12,2,Mike Catherwood,356398.06541930797,17.0,percent,True,ml_ensemble_percent_optimized
12,2,Romeo,1190982.6513885919,23.0,percent,False,ml_ensemble_percent_optimized
12,2,Wendy Williams,469010.6725077747,17.0,percent,False,ml_ensemble_percent_optimized
12,2,Kendra Wilkinson,822280.6125125854,19.0,percent,False,ml_ensemble_percent_optimized
12,3,Ralph Macchio,983223.5309687967,21.0,percent,False,ml_ensemble_percent_optimized
12,3,Chelsea Kane,1408635.9165653563,23.0,percent,False,ml_ensemble_percent_optimized
12,3,Kirstie Alley,1256447.5792158034,21.0,percent,False,ml_ensemble_percent_optimized
12,3,Hines Ward,1560824.2737831245,25.0,percent,False,ml_ensemble_percent_optimized
12,3,Sugar Ray Leonard,565599.3069523157,20.0,percent,False,ml_ensemble_percent_optimized
12,3,Chris Jericho,846611.516779401,21.0,percent,False,ml_ensemble_percent_optimized
12,3,Petra Nemcova,1150988.2014126147,25.0,percent,False,ml_ensemble_percent_optimized
12,3,Romeo,702211.3211417113,20.0,percent,False,ml_ensemble_percent_optimized
12,3,Wendy Williams,390046.47492841905,15.0,percent,True,ml_ensemble_percent_optimized
12,3,Kendra Wilkinson,1135411.8782524574,23.0,percent,False,ml_ensemble_percent_optimized
12,4,Ralph Macchio,1368932.0428273086,25.0,percent,False,ml_ensemble_percent_optimized
12,4,Chelsea Kane,1710355.9860535145,26.0,percent,False,ml_ensemble_percent_optimized
12,4,Kirstie Alley,1177993.5282664043,22.0,percent,False,ml_ensemble_percent_optimized
12,4,Hines Ward,1702265.3708612153,25.0,percent,False,ml_ensemble_percent_optimized
12,4,Sugar Ray Leonard,503236.2470721833,21.0,percent,True,ml_ensemble_percent_optimized
12,4,Chris Jericho,1019417.4744746957,23.0,percent,False,ml_ensemble_percent_optimized
12,4,Petra Nemcova,852750.8054906883,23.0,percent,False,ml_ensemble_percent_optimized
12,4,Romeo,1019417.4744746957,23.0,percent,False,ml_ensemble_percent_optimized
12,4,Kendra Wilkinson,645631.0704792942,18.0,percent,False,ml_ensemble_percent_optimized
12,5,Ralph Macchio,982654.232761112,22.0,percent,False,ml_ensemble_percent_optimized
12,5,Chelsea Kane,1612256.591710654,26.0,percent,False,ml_ensemble_percent_optimized
12,5,Kirstie Alley,1189657.9937762814,23.0,percent,False,ml_ensemble_percent_optimized
12,5,Hines Ward,1819260.3527258236,27.0,percent,False,ml_ensemble_percent_optimized
12,5,Chris Jericho,1413843.8817642494,26.0,percent,False,ml_ensemble_percent_optimized
12,5,Petra Nemcova,784241.5327488148,22.0,percent,True,ml_ensemble_percent_optimized
12,5,Romeo,1413843.8817642494,26.0,percent,False,ml_ensemble_percent_optimized
12,5,Kendra Wilkinson,784241.5327488149,22.0,percent,False,ml_ensemble_percent_optimized
12,6,Ralph Macchio,1028673.8240509308,24.0,percent,False,ml_ensemble_percent_optimized
12,6,Chelsea Kane,2140979.686048489,28.0,percent,False,ml_ensemble_percent_optimized
12,6,Kirstie Alley,1584826.75504971,26.0,percent,False,ml_ensemble_percent_optimized
12,6,Hines Ward,1862903.2354502606,27.0,percent,False,ml_ensemble_percent_optimized
12,6,Chris Jericho,741338.1198972834,22.0,percent,True,ml_ensemble_percent_optimized
12,6,Romeo,1603345.2820287622,28.0,percent,False,ml_ensemble_percent_optimized
12,6,Kendra Wilkinson,1037933.0974745642,25.0,percent,False,ml_ensemble_percent_optimized
12,7,Ralph Macchio,1741052.5470486097,33.0,percent,False,ml_ensemble_percent_optimized
12,7,Chelsea Kane,2094529.6552924635,32.0,percent,False,ml_ensemble_percent_optimized
12,7,Kirstie Alley,1714527.3665990324,30.0,percent,False,ml_ensemble_percent_optimized
12,7,Hines Ward,2465690.2304148455,33.0,percent,False,ml_ensemble_percent_optimized
12,7,Romeo,989889.6633645808,30.0,percent,False,ml_ensemble_percent_optimized
12,7,Kendra Wilkinson,994310.5372804694,30.5,percent,True,ml_ensemble_percent_optimized
12,8,Ralph Macchio,1220797.7176833123,23.0,percent,False,ml_ensemble_percent_optimized
12,8,Chelsea Kane,2667378.920345746,27.5,percent,False,ml_ensemble_percent_optimized
12,8,Kirstie Alley,2191595.4137457483,26.5,percent,False,ml_ensemble_percent_optimized
12,8,Hines Ward,2660968.6794794556,27.0,percent,False,ml_ensemble_percent_optimized
12,8,Romeo,1259259.2687457372,26.0,percent,True,ml_ensemble_percent_optimized
12,9,Ralph Macchio,1729314.4213904669,24.0,percent,True,ml_ensemble_percent_optimized
12,9,Chelsea Kane,3295508.275564377,36.5,percent,False,ml_ensemble_percent_optimized
12,9,Kirstie Alley,2466312.0559066585,27.0,percent,False,ml_ensemble_percent_optimized
12,9,Hines Ward,2508865.247138497,30.0,percent,False,ml_ensemble_percent_optimized
12,10,Chelsea Kane,2947110.3825255795,29.666600000000003,percent,True,ml_ensemble_percent_optimized
12,10,Kirstie Alley,2915303.042808327,27.9999,percent,False,ml_ensemble_percent_optimized
12,10,Hines Ward,4137586.5746660926,29.666600000000003,percent,False,ml_ensemble_percent_optimized
13,1,Elisabetta Canalis,387796.89626952115,15.0,percent,False,ml_ensemble_percent_optimized
13,1,David Arquette,709258.7147439886,18.0,percent,False,ml_ensemble_percent_optimized
13,1,Ricki Lake,1383225.9415298058,47.9999,percent,False,ml_ensemble_percent_optimized
13,1,J.R. Martinez,1496828.7607671504,50.166500000000006,percent,False,ml_ensemble_percent_optimized
13,1,Metta World Peace (Ron),280642.9617450856,14.0,percent,True,ml_ensemble_percent_optimized
13,1,Hope Solo,929094.5171525021,21.0,percent,False,ml_ensemble_percent_optimized
13,1,Chynna Phillips,934622.4455450911,22.0,percent,False,ml_ensemble_percent_optimized
13,1,Kristin Cavallari,714786.6381695238,19.0,percent,False,ml_ensemble_percent_optimized
13,1,Carson Kressley,703730.7962855069,17.0,percent,False,ml_ensemble_percent_optimized
13,1,Chaz Bono,703730.7962855069,17.0,percent,False,ml_ensemble_percent_optimized
13,1,Nancy Grace,494950.8357610103,16.0,percent,False,ml_ensemble_percent_optimized
13,1,Rob Kardashian,1261330.6957453082,44.333200000000005,percent,False,ml_ensemble_percent_optimized
13,2,Elisabetta Canalis,509063.34862743155,21.0,percent,True,ml_ensemble_percent_optimized
13,2,David Arquette,604012.699468719,18.0,percent,False,ml_ensemble_percent_optimized
13,2,Ricki Lake,1462978.175427489,23.0,percent,False,ml_ensemble_percent_optimized
13,2,J.R. Martinez,1455504.3288046627,22.0,percent,False,ml_ensemble_percent_optimized
13,2,Hope Solo,728857.454956393,19.0,percent,False,ml_ensemble_percent_optimized
13,2,Chynna Phillips,978546.9261953088,21.0,percent,False,ml_ensemble_percent_optimized
13,2,Kristin Cavallari,1103391.6419465512,22.0,percent,False,ml_ensemble_percent_optimized
13,2,Carson Kressley,604012.7193369349,18.0,percent,False,ml_ensemble_percent_optimized
13,2,Chaz Bono,479167.9837174769,17.0,percent,False,ml_ensemble_percent_optimized
13,2,Nancy Grace,861176.017330461,21.0,percent,False,ml_ensemble_percent_optimized
13,2,Rob Kardashian,1213288.704188573,21.0,percent,False,ml_ensemble_percent_optimized
13,3,David Arquette,874991.0607045671,24.0,percent,False,ml_ensemble_percent_optimized
13,3,Ricki Lake,1602302.768657814,27.0,percent,False,ml_ensemble_percent_optimized
13,3,J.R. Martinez,1595270.4538165322,26.0,percent,False,ml_ensemble_percent_optimized
13,3,Hope Solo,1016233.9935222332,24.0,percent,False,ml_ensemble_percent_optimized
13,3,Chynna Phillips,1171541.635495321,26.0,percent,False,ml_ensemble_percent_optimized
13,3,Kristin Cavallari,592505.1769248445,24.0,percent,True,ml_ensemble_percent_optimized
13,3,Carson Kressley,726715.7534409763,23.0,percent,False,ml_ensemble_percent_optimized
13,3,Chaz Bono,550311.1073393998,18.0,percent,False,ml_ensemble_percent_optimized
13,3,Nancy Grace,571408.1710725327,21.0,percent,False,ml_ensemble_percent_optimized
13,3,Rob Kardashian,1298719.8790257792,24.0,percent,False,ml_ensemble_percent_optimized
13,4,David Arquette,1016746.4136531543,23.0,percent,False,ml_ensemble_percent_optimized
13,4,Ricki Lake,1731259.9661841039,29.0,percent,False,ml_ensemble_percent_optimized
13,4,J.R. Martinez,1707336.5192115447,26.0,percent,False,ml_ensemble_percent_optimized
13,4,Hope Solo,1191387.5664186946,24.0,percent,False,ml_ensemble_percent_optimized
13,4,Chynna Phillips,667464.1081249742,21.0,percent,True,ml_ensemble_percent_optimized
13,4,Carson Kressley,659489.6423547332,20.0,percent,False,ml_ensemble_percent_optimized
13,4,Chaz Bono,667464.1180561812,21.0,percent,False,ml_ensemble_percent_optimized
13,4,Nancy Grace,834130.7752520582,21.0,percent,False,ml_ensemble_percent_optimized
13,4,Rob Kardashian,1524720.8907445562,24.0,percent,False,ml_ensemble_percent_optimized
13,5,David Arquette,1318122.4492235582,25.0,percent,False,ml_ensemble_percent_optimized
13,5,Ricki Lake,1747853.6772170495,24.0,percent,False,ml_ensemble_percent_optimized
13,5,J.R. Martinez,2002612.9196168873,28.0,percent,False,ml_ensemble_percent_optimized
13,5,Hope Solo,1089958.9392242327,24.0,percent,False,ml_ensemble_percent_optimized
13,5,Carson Kressley,607036.2066932849,19.0,percent,True,ml_ensemble_percent_optimized
13,5,Chaz Bono,624766.7015830319,21.0,percent,False,ml_ensemble_percent_optimized
13,5,Nancy Grace,852930.1917141418,22.0,percent,False,ml_ensemble_percent_optimized
13,5,Rob Kardashian,1756718.914727815,25.0,percent,False,ml_ensemble_percent_optimized
13,6,David Arquette,1037375.3062676217,23.0,percent,False,ml_ensemble_percent_optimized
13,6,Ricki Lake,2172885.086241558,29.0,percent,False,ml_ensemble_percent_optimized
13,6,J.R. Martinez,2172885.086241558,29.0,percent,False,ml_ensemble_percent_optimized
13,6,Hope Solo,1007254.824648226,20.0,percent,False,ml_ensemble_percent_optimized
13,6,Chaz Bono,728397.4541297451,19.0,percent,True,ml_ensemble_percent_optimized
13,6,Nancy Grace,1316232.68672021,24.0,percent,False,ml_ensemble_percent_optimized
13,6,Rob Kardashian,1564969.5557510804,22.0,percent,False,ml_ensemble_percent_optimized
13,7,David Arquette,991986.9531772757,23.5,percent,True,ml_ensemble_percent_optimized
13,7,Ricki Lake,2475392.020750003,26.5,percent,False,ml_ensemble_percent_optimized
13,7,J.R. Martinez,1722312.8960489389,24.0,percent,False,ml_ensemble_percent_optimized
13,7,Hope Solo,1733689.475569856,25.0,percent,False,ml_ensemble_percent_optimized
13,7,Nancy Grace,974922.0809765483,22.0,percent,False,ml_ensemble_percent_optimized
13,7,Rob Kardashian,2101696.5734773786,25.5,percent,False,ml_ensemble_percent_optimized
13,8,Ricki Lake,2186472.1876058327,26.0,percent,False,ml_ensemble_percent_optimized
13,8,J.R. Martinez,2700915.201961765,30.0,percent,False,ml_ensemble_percent_optimized
13,8,Hope Solo,1723509.2269121981,26.0,percent,False,ml_ensemble_percent_optimized
13,8,Nancy Grace,1209066.2075892126,22.0,percent,True,ml_ensemble_percent_optimized
13,8,Rob Kardashian,2180037.1759309913,25.5,percent,False,ml_ensemble_percent_optimized
13,9,Ricki Lake,3248945.730853235,33.4999,percent,False,ml_ensemble_percent_optimized
13,9,J.R. Martinez,2477146.524714859,28.0,percent,False,ml_ensemble_percent_optimized
13,9,Hope Solo,1733472.619852044,24.4998,percent,True,ml_ensemble_percent_optimized
13,9,Rob Kardashian,2540435.1245798618,32.4998,percent,False,ml_ensemble_percent_optimized
13,10,Ricki Lake,2933221.267297966,27.9999,percent,True,ml_ensemble_percent_optimized
13,10,J.R. Martinez,4126983.470288843,28.1665,percent,False,ml_ensemble_percent_optimized
13,10,Rob Kardashian,2939795.262413191,28.3332,percent,False,ml_ensemble_percent_optimized
14,2,William Levy,1272780.845612876,25.0,percent,False,ml_ensemble_percent_optimized
14,2,Jack Wagner,638241.6045798999,21.0,percent,False,ml_ensemble_percent_optimized
14,2,Sherri Sheperd,752259.197681875,23.0,percent,False,ml_ensemble_percent_optimized
14,2,Jaleel White,847689.4303841158,22.0,percent,False,ml_ensemble_percent_optimized
14,2,Roshon Fegan,1177350.6228447421,26.0,percent,False,ml_ensemble_percent_optimized
14,2,Melissa Gilbert,428793.77877568395,20.0,percent,False,ml_ensemble_percent_optimized
14,2,Martina Navratilova,206954.39592849047,17.0,percent,True,ml_ensemble_percent_optimized
14,2,Donald Driver,1266585.0621243333,24.0,percent,False,ml_ensemble_percent_optimized
14,2,Gavin DeGraw,536615.5883891168,21.0,percent,False,ml_ensemble_percent_optimized
14,2,Gladys Knight,422597.9952871415,19.0,percent,False,ml_ensemble_percent_optimized
14,2,Katherine Jenkins,1380602.645292201,26.0,percent,False,ml_ensemble_percent_optimized
14,2,Maria Menounos,1069528.833099524,25.0,percent,False,ml_ensemble_percent_optimized
14,3,William Levy,1308219.1729532236,28.0,percent,False,ml_ensemble_percent_optimized
14,3,Jack Wagner,599478.1461061034,24.0,percent,True,ml_ensemble_percent_optimized
14,3,Sherri Sheperd,713633.4051818011,24.0,percent,False,ml_ensemble_percent_optimized
14,3,Jaleel White,833741.0323557323,25.0,percent,False,ml_ensemble_percent_optimized
14,3,Roshon Fegan,947896.2814973226,25.0,percent,False,ml_ensemble_percent_optimized
14,3,Melissa Gilbert,599478.1461061033,24.0,percent,False,ml_ensemble_percent_optimized
14,3,Donald Driver,1182159.1677469516,26.0,percent,False,ml_ensemble_percent_optimized
14,3,Gavin DeGraw,599478.1461061034,24.0,percent,False,ml_ensemble_percent_optimized
14,3,Gladys Knight,713633.3952476936,24.0,percent,False,ml_ensemble_percent_optimized
14,3,Katherine Jenkins,1428326.8100612625,29.0,percent,False,ml_ensemble_percent_optimized
14,3,Maria Menounos,1073956.2966377023,27.0,percent,False,ml_ensemble_percent_optimized
14,4,William Levy,1113651.8145550254,22.0,percent,False,ml_ensemble_percent_optimized
14,4,Sherri Sheperd,423438.63944783004,21.0,percent,True,ml_ensemble_percent_optimized
14,4,Jaleel White,840427.7761241122,22.0,percent,False,ml_ensemble_percent_optimized
14,4,Roshon Fegan,1278876.1548571843,26.0,percent,False,ml_ensemble_percent_optimized
14,4,Melissa Gilbert,703815.7519416016,22.0,percent,False,ml_ensemble_percent_optimized
14,4,Donald Driver,1559253.257416848,27.0,percent,False,ml_ensemble_percent_optimized
14,4,Gavin DeGraw,847580.8501869703,23.0,percent,False,ml_ensemble_percent_optimized
14,4,Gladys Knight,552897.5796333748,20.0,percent,False,ml_ensemble_percent_optimized
14,4,Katherine Jenkins,1401182.0209798706,24.0,percent,False,ml_ensemble_percent_optimized
14,4,Maria Menounos,1278876.1548571843,26.0,percent,False,ml_ensemble_percent_optimized
14,5,William Levy,1715773.8123591072,29.0,percent,False,ml_ensemble_percent_optimized
14,5,Jaleel White,845238.0891401782,24.0,percent,False,ml_ensemble_percent_optimized
14,5,Roshon Fegan,1026785.7132748207,26.0,percent,False,ml_ensemble_percent_optimized
14,5,Melissa Gilbert,656249.9974356075,21.0,percent,False,ml_ensemble_percent_optimized
14,5,Donald Driver,1534226.1882244647,27.0,percent,False,ml_ensemble_percent_optimized
14,5,Gavin DeGraw,474702.38323507213,19.0,percent,True,ml_ensemble_percent_optimized
14,5,Gladys Knight,663690.4848737501,22.0,percent,False,ml_ensemble_percent_optimized
14,5,Katherine Jenkins,1715773.8123591074,29.0,percent,False,ml_ensemble_percent_optimized
14,5,Maria Menounos,1367559.5190978928,27.0,percent,False,ml_ensemble_percent_optimized
14,6,William Levy,1728285.2729946715,36.0,percent,False,ml_ensemble_percent_optimized
14,6,Jaleel White,1307393.5188258179,36.9998,percent,False,ml_ensemble_percent_optimized
14,6,Roshon Fegan,821903.3941672739,27.9998,percent,False,ml_ensemble_percent_optimized
