season,week,celebrity_name,fan_votes_mean,fan_votes_std,fan_votes_ci_lower,fan_votes_ci_upper,fan_votes_median
2,5,Lisa Rinna,4960.634834049963,495.9194489043121,3991.174677431155,6039.194165624379,4949.966728861871
2,5,Stacy Keibler,6022.302474294243,597.7186794046298,4888.962083348931,7159.789324077091,5989.530842264059
2,5,Jerry Rice,3003.8101039972603,307.8360612529967,2355.1834234831695,3600.5764996983953,3013.2015517962827
2,5,Drew Lachey,6032.379557082389,583.6050804673811,4848.418396481091,7204.583296188235,6044.6673100138705
2,6,George Hamilton,3013.7514865968415,299.1034168008653,2410.192745759219,3591.4722483721857,3024.7659848095473
2,6,Lisa Rinna,3994.2753095455737,390.21392005674363,3255.114942092092,4765.352330492046,3979.1574043649034
2,6,Stacy Keibler,4969.460454021743,470.78399543858507,4044.922282429451,5844.697656274319,4960.827775604888
2,6,Jerry Rice,2989.185602884587,302.9205812383568,2383.907429541694,3627.7715858480983,2976.951868801237
2,6,Drew Lachey,4998.014681034662,487.9147305812178,4128.9223389489025,5966.866994008341,4979.093608601952
2,7,Lisa Rinna,1996.9934438024998,195.20771503276316,1589.817506633454,2390.8644998273567,1999.3425716156366
2,7,Stacy Keibler,3977.062270088233,408.05270375246374,3172.6542106169427,4767.623575935604,3975.925512263864
2,7,Jerry Rice,3002.9540663357398,299.16237875975776,2445.850459042097,3564.6873844290258,3004.782993638605
2,7,Drew Lachey,3997.620456073381,407.5877715607659,3230.22789702296,4776.352904038494,3982.5753087152616
2,8,Stacy Keibler,1998.0409905348763,184.9853614167191,1634.149008688659,2340.8798456698064,2005.1498964395885
2,8,Jerry Rice,2994.107284232067,308.3704352937628,2323.049734167838,3595.7131463158776,3005.091747116118
2,8,Drew Lachey,3009.8950901979365,292.0517747241377,2445.3380926089517,3565.414846846163,3001.0137807828814
3,1,Harry Hamlin,684865.2278581904,65233.85871497069,559536.6957666546,807086.3177624847,687662.8496480971
3,1,Vivica A. Fox,1063548.794631857,104578.38947412484,849117.978300064,1267038.1448008395,1065481.547820676
